code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
300173,智慧松德,0.6,93.55,3.61,,0.11,3011.08,94.79,,01-31
300172,中电环保,0.45,45.16,2.47,,0.34,3401.74,47.5,,01-31
002544,杰赛科技,0.44,238.46,4.47,,-0.7,2821.39,251.45,,01-27
002543,万和电气,0.91,51.67,3.53,,0.95,13704.16,63.38,,01-27
300166,东方国信,0.73,,2.85,,0.11,2228.55,,,01-24
300165,天瑞仪器,1.28,19.63,3.91,,0.6,7087.31,18.92,,01-24
002549,凯美特气,0.53,,3.82,20.68,0.55,3178.56,,,01-24
300169,天晟新材,0.49,22.5,3.44,,0.19,3447.18,21.66,,01-24
300168,万达信息,0.25,31.58,2.69,,-0.37,2217.91,31.96,,01-24
300167,迪威视讯,0.75,15.38,4.54,,,2506.85,15.47,,01-24
002571,德力股份,0.6,,3.75,17.42,0.51,3785.96,,,01-21
300204,舒泰神,0.76,,2.9,27.46,0.81,3810.45,,,01-20
300178,腾邦国际,0.68,,3.43,22.12,0.87,6102.48,,,01-19
601616,广电电气,0.24,,1.48,16.97,-0.17,9844.66,,,01-17
002541,鸿路钢构,0.91,125.84,3.65,,0.07,9125.51,125.8,,01-17
002546,新联电子,0.65,,3.48,20.49,0.12,4075.06,,,01-17
002540,亚太科技,0.74,29.82,4.14,,0.2,8869.38,29.76,,01-17
002577,雷柏科技,0.87,,,56.12,0.78,8384.82,,,01-13
300161,华中数控,0.4,33.33,3.14,13.37,-0.65,3211.95,34.64,,01-12
300160,秀强股份,0.67,55.81,3.02,,-0.15,4712.7,55.75,,01-12
300163,先锋新材,0.33,73.68,2.27,15.69,0.25,1950.09,72.22,,01-12
300162,雷曼股份,0.62,113.79,1.91,,0.09,3092.03,128.96,,01-12
002542,中化岩土,0.65,,2.2,34.77,0.26,3259.55,,,01-11
002536,西泵股份,0.98,139.02,4.02,,0.88,7025.95,140.42,,01-10
002535,林州重机,0.51,59.38,2.76,,0.32,7857.57,71.36,,01-10
002537,海立美达,0.85,32.81,3.42,,-1.78,6576.55,27.84,,01-07
002534,杭锅股份,0.56,36.59,2.93,,5.23,22853.65,37.72,,01-07
300155,安居宝,0.74,,2.98,,0.28,4011.5,,,01-06
300158,振东制药,0.62,58.97,3.94,,-0.23,6653.81,56.92,,01-06
300157,恒泰艾普,0.64,28.0,4.58,,,4374.74,32.35,,01-06
300156,神雾环保,1.26,48.24,4.81,,-1.56,7587.97,47.73,,01-06
002532,新界泵业,0.82,41.38,2.58,,0.64,4922.7,41.95,,12-30
002531,天顺风能,0.4,42.86,2.18,20.84,1.08,6312.43,10.02,,12-30
002530,丰东股份,0.25,-19.61,1.89,,0.22,2459.37,-19.75,,12-30
002538,司尔特,0.57,,2.96,21.45,0.67,6299.4,,,12-28
300153,科泰电源,0.59,5.36,2.7,,-0.08,3568.59,5.71,,12-28
300152,科融环境,0.74,80.49,3.24,,0.41,5880.78,79.33,,12-28
002539,云图控股,0.64,,5.12,14.33,0.07,7862.44,,,12-28
300345,红宇新材,0.5,,2.05,27.26,0.14,3574.11,,,12-27
300164,通源石油,0.63,,5.43,12.23,-1.43,3085.66,,,12-24
300220,金运激光,0.74,,2.54,36.3,0.55,1916.63,,,12-24
002528,英飞拓,0.69,102.94,3.02,,-0.03,7548.18,102.64,,12-23
002527,新时达,0.41,36.67,2.5,,0.17,6131.05,36.07,,12-23
002529,海源机械,0.26,-13.33,2.54,,-0.17,3071.77,-13.68,,12-23
601216,君正集团,0.4,,2.39,18.16,0.38,20554.94,,,12-23
300149,量子高科,0.5,51.52,2.41,,0.45,2512.24,73.94,,12-21
300151,昌红科技,0.66,,3.15,,0.87,3283.16,,,12-21
300229,拓尔思,0.42,,2.56,18.23,0.29,3800.7,,,12-20
603009,北特科技,,,,,,3000.32,,,12-17
300159,新研股份,1.5,76.47,4.12,44.02,1.05,4553.41,118.58,,12-17
300340,科恒股份,0.7,,3.55,21.96,-0.23,2631.82,,,12-17
002526,山东矿机,0.42,59.45,2.68,,0.06,8303.91,61.54,,12-16
002524,光正集团,0.31,675.0,2.18,,0.42,2070.88,752.05,,12-16
601118,海南橡胶,0.12,,1.24,10.37,0.02,38814.37,266.49,,12-16
002533,金杯电工,0.77,,4.93,15.51,-0.61,8087.19,,,12-14
300148,天舟文化,0.47,88.0,2.07,,0.01,2595.16,73.37,,12-14
300147,香雪制药,0.52,18.18,3.46,,0.25,4817.01,36.05,,12-14
300146,汤臣倍健,1.77,47.5,4.38,,1.09,7271.35,75.37,,12-14
300154,瑞凌股份,0.8,,2.75,33.89,0.38,6673.87,,,12-10
002521,齐峰新材,1.08,28.57,4.56,26.95,1.3,11925.3,29.03,,12-09
002520,日发精机,0.78,30.0,4.27,,0.35,3751.26,29.53,,12-09
002523,天桥起重,0.4,17.65,2.3,,-0.1,4823.91,18.62,,12-09
002522,浙江众成,0.58,38.1,2.61,25.14,0.47,4667.98,38.1,,12-09
300145,中金环境,0.76,,3.26,26.41,0.57,4557.56,66.67,,12-08
300144,宋城演艺,1.14,93.22,3.05,,1.76,14356.21,100.11,,12-08
300143,星河生物,0.45,150.0,2.79,,0.7,2250.48,165.46,,12-08
002516,旷达科技,0.58,65.71,3.25,19.65,0.39,8723.04,66.09,,12-06
002519,银河电子,1.0,19.05,7.03,,-0.81,5304.53,19.02,,12-06
002518,科士达,0.62,14.81,3.13,,-0.58,5315.62,22.54,,12-06
002517,恺英网络,0.42,10.53,2.54,,0.07,2769.01,21.1,,12-06
300150,世纪瑞尔,0.5,,2.51,21.55,-0.25,5022.63,,,12-03
002515,金字火腿,0.62,29.17,3.46,,0.1,3397.93,29.21,,12-02
002514,宝馨科技,0.73,135.48,2.78,,0.6,3737.83,139.31,,12-02
002513,蓝丰生化,1.09,-34.73,5.56,,0.96,6021.99,-34.3,,12-02
002512,达华智能,0.38,10.59,1.92,,0.13,3310.84,9.18,,12-02
002511,中顺洁柔,0.79,5.33,5.22,,0.91,9489.57,5.14,,11-24
002510,天汽模,0.33,17.86,2.55,,-0.17,5075.12,19.13,,11-24
002509,天广中茂,0.35,16.67,2.09,15.41,-0.31,2617.2,15.76,,11-22
002508,老板电器,0.78,95.0,3.57,,1.11,9395.81,96.99,,11-22
002507,涪陵榨菜,0.45,45.16,2.7,18.35,0.5,5179.49,43.01,,11-22
002505,大康农业,0.45,,2.9,,0.37,3441.25,70.71,,11-17
002504,弘高创意,0.3,87.5,3.31,,0.64,2382.94,81.11,,11-17
002506,协鑫集成,0.79,33.9,3.61,,-1.01,15584.64,34.82,,11-17
002503,搜于特,1.08,77.05,3.7,,-1.27,6471.2,75.54,,11-16
002502,骅威文化,0.58,41.46,2.98,,0.06,3814.47,41.48,,11-16
002501,利源精制,1.0,81.82,5.04,22.11,1.59,7024.97,83.27,,11-16
002500,山西证券,0.15,-34.78,1.52,9.9,-1.88,30477.48,-33.69,,11-12
300139,晓程科技,1.12,2.75,5.72,,-1.91,4596.69,2.6,,11-11
600958,东方证券,,,,,,97133.53,,,11-11
300142,沃森生物,1.36,,3.69,,0.53,10206.05,,,11-11
300141,和顺电气,0.62,87.88,2.35,,,2556.86,85.73,,11-11
300140,中环装备,0.74,-15.91,4.22,,0.37,3668.66,-8.55,,11-11
002499,科林环保,0.55,223.53,2.7,22.22,0.19,3098.6,226.56,,11-08
002498,汉缆股份,0.72,-18.18,3.56,,-0.37,30248.74,-18.12,,11-08
002497,雅化集团,1.03,,3.8,,0.92,12403.13,26.69,,11-08
002496,辉丰股份,1.22,11.93,6.04,,0.95,9148.2,11.83,,11-08
601908,京运通,0.56,,,,,20557.37,,,11-05
300138,晨光生物,0.7,6.06,3.55,22.08,1.33,4693.15,30.61,,11-04
300137,先河环保,0.28,21.74,2.01,,-0.25,2559.75,35.94,,11-04
300136,信维通信,0.73,71.94,2.36,,0.53,3655.43,89.65,,11-04
002495,佳隆股份,0.49,-7.55,2.88,,0.25,3838.16,-4.39,,11-01
002494,华斯股份,0.53,35.9,3.1,,-0.27,4515.26,35.34,,11-01
002493,荣盛石化,1.98,112.9,5.02,,2.33,98892.73,112.51,,11-01
002492,恒基达鑫,0.41,16.07,3.0,,0.82,3706.25,16.07,,11-01
601117,中国化学,0.2,,2.47,8.48,0.52,99030.16,,,10-30
000058,深赛格,0.05,-120.03,1.35,3.46,0.08,3596.36,-120.05,,10-30
000876,新希望,0.5,-3.85,4.53,11.31,-0.1,41291.69,5.16,,10-30
600745,中茵股份,0.27,331.31,1.51,19.62,-0.38,8851.77,331.62,,10-30
000099,中信海直,0.19,7.1,3.04,6.28,0.32,9602.2,7.08,,10-30
000403,ST生化,0.14,93.64,0.16,,0.14,2962.48,93.56,,10-30
600398,海澜之家,0.1,66.67,2.97,3.5,0.06,6648.08,73.93,,10-30
600068,葛洲坝,0.29,-45.19,2.81,10.27,0.08,98389.41,13.68,,10-30
600833,第一医药,0.14,-34.21,2.55,5.25,0.18,2153.85,-34.23,,10-30
000567,海德股份,0.18,257.75,1.32,14.44,0.18,2688.47,257.84,,10-30
600531,豫光金铅,0.38,46.15,4.78,8.2,-1.07,8720.29,47.53,,10-30
600158,中体产业,0.1,140.0,1.49,6.72,0.26,7807.92,139.88,,10-30
600199,金种子酒,0.22,29.41,1.48,15.87,0.13,11249.67,147.96,,10-30
600218,全柴动力,0.28,129.1,3.44,8.31,0.04,7966.49,129.18,,10-30
000709,河钢股份,0.15,66.67,4.22,3.55,0.21,102976.63,220.11,,10-30
600665,天地源,0.08,-31.78,2.19,3.72,-1.94,5785.88,-31.72,,10-30
000783,长江证券,0.44,-20.0,4.27,10.11,-1.81,94482.68,2.51,,10-30
600291,西水股份,0.09,-61.78,5.29,1.42,0.21,3523.44,-54.16,,10-30
000004,国农科技,0.11,-547.22,0.84,8.76,-0.1,946.71,-546.88,,10-30
600350,山东高速,0.25,22.12,2.95,8.86,0.42,85292.82,22.15,,10-30
600008,首创股份,0.11,32.98,2.22,5.08,0.25,24832.7,32.97,,10-30
600073,上海梅林,0.01,116.0,2.14,0.51,0.19,385.07,112.02,,10-30
600838,上海九百,0.01,-60.94,1.41,0.82,-0.09,466.6,-60.79,,10-30
600145,*ST新亿,0.06,-175.09,0.39,0.17,0.02,2373.87,-174.95,,10-30
600163,中闽能源,-0.08,-69.96,2.43,-3.28,-0.13,-5889.92,-70.08,,10-30
600576,万家文化,-0.12,88.71,2.47,-4.7,-0.12,-2557.4,88.08,,10-30
600615,丰华股份,-0.05,-300.0,1.84,-2.7,-0.26,-943.97,-298.45,,10-30
600635,大众公用,0.1,0.99,2.0,5.34,0.12,15554.4,3.0,,10-30
000009,中国宝安,0.23,31.07,2.22,11.42,-0.58,25296.0,31.09,,10-30
600036,招商银行,0.99,45.59,6.17,17.61,1.39,2058500.0,57.4,,10-30
000927,一汽夏利,0.18,315.4,2.27,8.05,-0.65,28822.99,315.49,,10-30
600415,小商品城,0.49,-44.32,5.16,9.47,-0.87,66482.44,10.48,,10-30
000503,海虹控股,0.0,-39.13,1.71,0.24,-0.01,313.07,-39.77,,10-30
600438,通威股份,0.32,10.34,2.07,16.65,0.58,22262.57,10.12,,10-30
600096,云天化,0.35,-452.75,7.82,4.55,1.58,20798.8,-459.92,,10-30
600507,方大特钢,0.26,338.98,2.84,9.56,0.1,17746.09,334.69,,10-30
600130,波导股份,0.03,-168.0,0.79,4.31,-0.01,2577.31,-164.03,,10-30
002024,苏宁云商,0.4,-8.14,2.45,17.87,0.27,282778.6,43.58,,10-30
000625,长安汽车,0.74,105.56,4.43,17.62,1.79,171915.68,104.31,,10-30
000652,泰达股份,0.08,39.43,1.47,5.28,0.45,11481.03,39.41,,10-30
600586,金晶科技,0.33,153.85,4.29,7.72,0.35,19526.43,152.9,,10-30
600603,广汇物流,0.0,-83.72,,,-0.05,94.96,-83.79,,10-30
600571,信雅达,0.09,48.28,1.86,4.72,-0.11,1672.36,48.54,,10-30
600195,中牧股份,0.64,24.5,3.74,17.55,-1.01,24770.57,24.52,,10-30
600588,用友网络,0.04,-92.52,2.74,1.48,-0.28,3524.68,-89.89,,10-30
000682,东方电子,0.02,0.61,1.38,1.21,-0.13,1624.29,0.85,,10-30
600605,汇通能源,0.02,26.32,2.47,0.98,-0.24,357.79,26.67,,10-30
600642,申能股份,0.4,-17.53,5.3,7.62,0.9,115495.16,-17.52,,10-30
601688,华泰证券,0.44,,5.68,8.83,-4.64,239991.22,,,10-30
600680,ST上普,-0.1,108.16,3.83,-2.63,0.05,-3894.49,106.88,,10-30
000839,中信国安,0.11,-70.46,3.66,,-0.23,17554.52,-70.32,,10-30
600746,江苏索普,0.03,-38.46,1.37,2.36,0.22,982.92,-37.85,,10-30
000100,TCL集团,0.06,9.78,2.37,3.04,-0.07,19548.42,27.43,,10-30
600030,中信证券,0.4,-57.89,6.39,6.45,-4.07,402318.34,-36.05,,10-30
002261,拓维信息,0.56,-5.08,4.71,12.66,0.18,8203.21,24.63,,10-30
600432,*ST吉恩,0.15,50.0,4.45,3.83,-0.39,11848.93,53.77,,10-30
600483,福能股份,0.02,-62.75,2.42,0.75,0.87,538.42,-62.86,,10-30
600520,*ST中发,0.05,-118.65,1.88,,0.04,548.08,-118.35,,10-30
600875,东方电气,0.85,-29.17,5.07,17.96,0.97,170676.81,61.3,,10-30
600165,新日恒力,-0.29,289.19,2.22,-12.14,-0.18,-5589.57,287.52,,10-30
601169,北京银行,0.95,33.8,6.85,,9.59,594663.2,35.36,,10-30
600648,外高桥,0.32,116.0,4.19,7.66,0.03,32787.8,121.42,,10-30
600292,远达环保,0.09,-9.6,2.76,3.28,-1.01,2961.91,-9.54,,10-30
600329,中新药业,0.33,-45.9,2.36,19.43,0.19,24360.79,8.52,,10-30
600757,长江传媒,-1.18,353.85,-3.54,,-0.0,-65166.52,353.97,,10-30
600016,民生银行,0.49,-9.26,3.75,13.8,1.77,1300700.0,27.51,,10-30
600037,歌华有线,0.29,26.44,4.57,6.67,0.63,31182.45,26.43,,10-30
002266,浙富控股,0.52,-8.77,6.97,8.03,-0.84,7538.98,-8.05,,10-30
600827,百联股份,0.5,33.42,5.67,8.32,6.28,23576.72,33.68,,10-30
600097,开创国际,0.15,-70.31,3.24,4.73,0.32,2955.48,-71.13,,10-30
600846,同济科技,0.12,-10.38,2.24,5.31,-1.54,6107.1,47.76,,10-30
000586,汇源通信,0.03,-183.33,0.55,4.66,0.07,480.4,-196.3,,10-30
000626,远大控股,0.13,32.52,1.56,8.71,-2.18,2640.85,32.59,,10-30
600170,上海建工,0.83,109.6,7.18,9.94,-1.93,71517.04,151.24,,10-30
600997,开滦股份,0.52,4.0,4.51,12.12,0.79,64034.76,3.38,,10-30
601618,中国中冶,0.16,-40.74,2.23,7.12,-1.0,300563.4,-12.96,,10-30
000735,罗牛山,0.0,-67.76,1.78,0.27,0.06,428.21,-67.93,,10-30
600653,申华控股,0.01,-63.18,1.0,0.86,0.15,1542.88,-62.96,,10-30
000762,西藏矿业,0.12,-250.0,2.51,5.09,0.2,3218.75,-250.92,,10-30
600674,川投能源,0.35,70.02,5.91,6.15,0.57,32914.73,148.4,,10-30
002169,智光电气,0.15,33.01,2.23,7.03,-0.75,2511.38,32.97,,10-30
000811,烟台冰轮,0.39,14.71,2.5,16.24,0.11,10137.37,68.91,,10-30
000403,ST生化,0.14,93.64,0.16,,0.14,2962.48,93.56,,10-30
600398,海澜之家,0.1,66.67,2.97,3.5,0.06,6648.08,73.93,,10-30
600068,葛洲坝,0.29,-45.19,2.81,10.27,0.08,98389.41,13.68,,10-30
600833,第一医药,0.14,-34.21,2.55,5.25,0.18,2153.85,-34.23,,10-30
000567,海德股份,0.18,257.75,1.32,14.44,0.18,2688.47,257.84,,10-30
600531,豫光金铅,0.38,46.15,4.78,8.2,-1.07,8720.29,47.53,,10-30
600158,中体产业,0.1,140.0,1.49,6.72,0.26,7807.92,139.88,,10-30
601117,中国化学,0.2,,2.47,8.48,0.52,99030.16,,,10-30
000058,深赛格,0.05,-120.03,1.35,3.46,0.08,3596.36,-120.05,,10-30
000876,新希望,0.5,-3.85,4.53,11.31,-0.1,41291.69,5.16,,10-30
600745,中茵股份,0.27,331.31,1.51,19.62,-0.38,8851.77,331.62,,10-30
000099,中信海直,0.19,7.1,3.04,6.28,0.32,9602.2,7.08,,10-30
600008,首创股份,0.11,32.98,2.22,5.08,0.25,24832.7,32.97,,10-30
600073,上海梅林,0.01,116.0,2.14,0.51,0.19,385.07,112.02,,10-30
600838,上海九百,0.01,-60.94,1.41,0.82,-0.09,466.6,-60.79,,10-30
600145,*ST新亿,0.06,-175.09,0.39,0.17,0.02,2373.87,-174.95,,10-30
600163,中闽能源,-0.08,-69.96,2.43,-3.28,-0.13,-5889.92,-70.08,,10-30
600576,万家文化,-0.12,88.71,2.47,-4.7,-0.12,-2557.4,88.08,,10-30
600199,金种子酒,0.22,29.41,1.48,15.87,0.13,11249.67,147.96,,10-30
600218,全柴动力,0.28,129.1,3.44,8.31,0.04,7966.49,129.18,,10-30
600811,东方集团,0.14,1.21,3.36,4.31,-0.26,23610.83,-0.92,,10-30
600153,建发股份,0.47,-16.07,2.41,20.82,,106231.85,51.65,,10-30
600177,雅戈尔,0.38,-52.17,5.53,6.25,0.07,83651.85,-52.17,,10-30
600571,信雅达,0.09,48.28,1.86,4.72,-0.11,1672.36,48.54,,10-30
600195,中牧股份,0.64,24.5,3.74,17.55,-1.01,24770.57,24.52,,10-30
600588,用友网络,0.04,-92.52,2.74,1.48,-0.28,3524.68,-89.89,,10-30
000682,东方电子,0.02,0.61,1.38,1.21,-0.13,1624.29,0.85,,10-30
600605,汇通能源,0.02,26.32,2.47,0.98,-0.24,357.79,26.67,,10-30
600642,申能股份,0.4,-17.53,5.3,7.62,0.9,115495.16,-17.52,,10-30
601688,华泰证券,0.44,,5.68,8.83,-4.64,239991.22,,,10-30
600680,ST上普,-0.1,108.16,3.83,-2.63,0.05,-3894.49,106.88,,10-30
000839,中信国安,0.11,-70.46,3.66,,-0.23,17554.52,-70.32,,10-30
600746,江苏索普,0.03,-38.46,1.37,2.36,0.22,982.92,-37.85,,10-30
000100,TCL集团,0.06,9.78,2.37,3.04,-0.07,19548.42,27.43,,10-30
000898,鞍钢股份,0.36,671.74,7.54,4.8,0.77,257200.0,679.39,,10-30
600381,青海春天,0.17,0.54,-0.52,,0.19,5132.81,0.57,,10-30
600781,辅仁药业,0.07,-17.38,1.22,5.86,-0.17,1274.25,-17.46,,10-30
600052,浙江广厦,0.15,-1600.0,2.35,6.7,-0.64,13296.84,-1170.86,,10-30
600817,*ST宏盛,0.9,-1100.0,-23.28,,-0.06,11646.95,-1151.93,,10-30
600165,新日恒力,-0.29,289.19,2.22,-12.14,-0.18,-5589.57,287.52,,10-30
601169,北京银行,0.95,33.8,6.85,,9.59,594663.2,35.36,,10-30
600648,外高桥,0.32,116.0,4.19,7.66,0.03,32787.8,121.42,,10-30
600292,远达环保,0.09,-9.6,2.76,3.28,-1.01,2961.91,-9.54,,10-30
600329,中新药业,0.33,-45.9,2.36,19.43,0.19,24360.79,8.52,,10-30
600030,中信证券,0.4,-57.89,6.39,6.45,-4.07,402318.34,-36.05,,10-30
002261,拓维信息,0.56,-5.08,4.71,12.66,0.18,8203.21,24.63,,10-30
600432,*ST吉恩,0.15,50.0,4.45,3.83,-0.39,11848.93,53.77,,10-30
600483,福能股份,0.02,-62.75,2.42,0.75,0.87,538.42,-62.86,,10-30
600520,*ST中发,0.05,-118.65,1.88,,0.04,548.08,-118.35,,10-30
600875,东方电气,0.85,-29.17,5.07,17.96,0.97,170676.81,61.3,,10-30
000626,远大控股,0.13,32.52,1.56,8.71,-2.18,2640.85,32.59,,10-30
600170,上海建工,0.83,109.6,7.18,9.94,-1.93,71517.04,151.24,,10-30
600997,开滦股份,0.52,4.0,4.51,12.12,0.79,64034.76,3.38,,10-30
601618,中国中冶,0.16,-40.74,2.23,7.12,-1.0,300563.4,-12.96,,10-30
000735,罗牛山,0.0,-67.76,1.78,0.27,0.06,428.21,-67.93,,10-30
600653,申华控股,0.01,-63.18,1.0,0.86,0.15,1542.88,-62.96,,10-30
000762,西藏矿业,0.12,-250.0,2.51,5.09,0.2,3218.75,-250.92,,10-30
600674,川投能源,0.35,70.02,5.91,6.15,0.57,32914.73,148.4,,10-30
002169,智光电气,0.15,33.01,2.23,7.03,-0.75,2511.38,32.97,,10-30
000811,烟台冰轮,0.39,14.71,2.5,16.24,0.11,10137.37,68.91,,10-30
600757,长江传媒,-1.18,353.85,-3.54,,-0.0,-65166.52,353.97,,10-30
600016,民生银行,0.49,-9.26,3.75,13.8,1.77,1300700.0,27.51,,10-30
600037,歌华有线,0.29,26.44,4.57,6.67,0.63,31182.45,26.43,,10-30
002266,浙富控股,0.52,-8.77,6.97,8.03,-0.84,7538.98,-8.05,,10-30
600827,百联股份,0.5,33.42,5.67,8.32,6.28,23576.72,33.68,,10-30
600097,开创国际,0.15,-70.31,3.24,4.73,0.32,2955.48,-71.13,,10-30
600846,同济科技,0.12,-10.38,2.24,5.31,-1.54,6107.1,47.76,,10-30
000586,汇源通信,0.03,-183.33,0.55,4.66,0.07,480.4,-196.3,,10-30
600158,中体产业,0.1,140.0,1.49,6.72,0.26,7807.92,139.88,,10-30
601117,中国化学,0.2,,2.47,8.48,0.52,99030.16,,,10-30
000058,深赛格,0.05,-120.03,1.35,3.46,0.08,3596.36,-120.05,,10-30
000876,新希望,0.5,-3.85,4.53,11.31,-0.1,41291.69,5.16,,10-30
600745,中茵股份,0.27,331.31,1.51,19.62,-0.38,8851.77,331.62,,10-30
000099,中信海直,0.19,7.1,3.04,6.28,0.32,9602.2,7.08,,10-30
000403,ST生化,0.14,93.64,0.16,,0.14,2962.48,93.56,,10-30
600398,海澜之家,0.1,66.67,2.97,3.5,0.06,6648.08,73.93,,10-30
600068,葛洲坝,0.29,-45.19,2.81,10.27,0.08,98389.41,13.68,,10-30
600833,第一医药,0.14,-34.21,2.55,5.25,0.18,2153.85,-34.23,,10-30
000567,海德股份,0.18,257.75,1.32,14.44,0.18,2688.47,257.84,,10-30
600531,豫光金铅,0.38,46.15,4.78,8.2,-1.07,8720.29,47.53,,10-30
600096,云天化,0.35,-452.75,7.82,4.55,1.58,20798.8,-459.92,,10-30
600512,腾达建设,0.04,-65.0,1.48,2.37,-0.19,2552.11,-31.04,,10-30
000630,铜陵有色,0.46,26.37,5.27,9.5,-2.65,59661.15,26.69,,10-30
600175,美都能源,0.12,0.0,1.61,7.68,-0.45,13632.82,123.67,,10-30
600569,安阳钢铁,0.03,-124.36,4.4,0.61,-0.22,6418.97,-125.01,,10-30
600586,金晶科技,0.33,153.85,4.29,7.72,0.35,19526.43,152.9,,10-30
600603,广汇物流,0.0,-83.72,,,-0.05,94.96,-83.79,,10-30
002109,兴化股份,0.19,0.0,2.93,6.59,0.07,6765.77,-2.33,,10-30
600640,号百控股,-0.07,99.11,2.52,-2.62,0.06,-2683.41,99.03,,10-30
601999,出版传媒,0.13,0.0,2.77,4.6,-0.07,7018.86,-1.15,,10-30
600694,大商股份,0.38,-1050.0,10.6,3.6,4.89,11020.75,-1041.69,,10-30
000033,*ST新都,-0.03,-0.86,0.83,-4.08,0.03,-1135.35,-0.91,,10-30
600050,中国联通,0.05,-65.55,3.33,1.49,2.85,106663.58,-65.54,,10-30
000932,华菱钢铁,-0.53,543.78,4.95,-10.04,-0.98,-144522.3,543.67,,10-30
600797,浙大网新,0.06,-40.0,2.0,2.83,-0.23,4545.54,-44.97,,10-30
600815,厦工股份,0.72,500.0,3.76,23.24,0.29,50455.43,484.61,,10-30
600831,广电网络,0.13,4.1,2.24,5.75,0.68,7164.93,35.29,,10-30
000998,隆平高科,0.03,36.36,3.3,0.85,-0.27,809.66,34.18,,10-30
600500,中化国际,0.44,33.33,4.1,10.53,0.32,63245.57,35.34,,10-30
600857,宁波中百,0.07,168.29,1.93,3.45,0.17,1479.56,168.47,,10-30
600143,金发科技,0.3,87.5,2.34,12.91,0.02,42102.67,92.95,,10-30
600966,博汇纸业,0.26,1.58,5.94,4.55,0.2,13324.01,-0.15,,10-30
601166,兴业银行,2.45,28.27,14.84,19.18,24.01,1359536.09,42.03,,10-30
600645,中源协和,0.01,-94.02,0.4,1.31,0.39,169.43,-94.01,,10-30
600290,华仪电气,0.28,16.88,3.09,9.33,-0.72,7552.68,18.32,,10-30
000038,深大通,0.13,-371.74,1.42,9.16,-0.83,1197.72,-370.81,,10-30
600107,美尔雅,0.04,200.0,1.33,2.93,0.45,1403.33,205.54,,10-30
600129,太极集团,0.09,-22.37,3.19,2.78,0.08,3657.03,0.91,,10-30
600523,贵航股份,0.31,14.81,5.1,6.16,0.17,8835.15,12.99,,10-30
600203,福日电子,-0.12,-31.95,1.35,-11.16,0.6,-2755.52,-32.11,,10-30
600597,光明乳业,0.13,14.41,2.15,6.09,0.23,13231.31,14.15,,10-30
601607,上海医药,0.56,142.16,4.61,12.57,0.56,110511.39,745.61,,10-30
600315,上海家化,0.49,-15.52,3.37,15.33,0.78,20932.36,10.01,,10-30
000829,天音控股,0.24,17.07,2.17,11.64,0.43,22586.7,16.35,,10-30
